finding_id,target_id,relation,half,note
#524,CORE-03c,SOURCE-OF,,Pass #4 cluster target: Independent Implementation.
#524,CORE-05,SOURCE-OF,,Pass #4 cluster target: Independent Implementation.
#525,CORE-03b,MERGED-INTO,,Pass #4 cluster target: Failure Semantics.
#525,Conformance Register,MERGED-INTO,,Pass #4 cluster target: Failure Semantics.
#526,DEF-03,WORDING-FOR,,Pass #4 cluster target: Finite Expressibility and Determinism.
#527,CORE-07,MERGED-INTO,,Pass #4 cluster target: Representation Independence.
#528,CORE-03,MERGED-INTO,,Pass #4 cluster target: Exact Membership and Boundary Resolution.
#528,LIM-01,MERGED-INTO,,Pass #4 cluster target: Exact Membership and Boundary Resolution.
#529,CORE-03,MERGED-INTO,,Pass #4 cluster target: Exact Membership and Boundary Resolution.
#529,LIM-01,MERGED-INTO,,Pass #4 cluster target: Exact Membership and Boundary Resolution.
#530,CORE-05c,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#530,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#531,CORE-05c,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#531,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#532,CORE-05c,SOURCE-OF,,Pass #4 cluster target: Operational Non-Authority.
#532,CORE-05b,SOURCE-OF,,Pass #4 cluster target: Operational Non-Authority.
#533,CORE-05c,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#533,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#534,CORE-05c,SOURCE-OF,,Pass #4 cluster target: Operational Non-Authority.
#534,CORE-05b,SOURCE-OF,,Pass #4 cluster target: Operational Non-Authority.
#535,CORE-05c,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#535,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#536,CORE-05c,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#536,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#537,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Minimality and Semantic Restraint.
#538,Preservation Register,SOURCE-OF,,Pass #4 cluster target: Preservation and Archival Survival.
#539,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Minimality and Semantic Restraint.
#540,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Minimality and Semantic Restraint.
#541,CORE-04,WORDING-FOR,,Pass #4 cluster target: Single Canonical Truth.
#541,DEF-01,WORDING-FOR,,Pass #4 cluster target: Single Canonical Truth.
#542,DEF-02,WORDING-FOR,,Pass #4 cluster target: Reconstruction and Recoverability.
#542,Preservation Register,WORDING-FOR,,Pass #4 cluster target: Reconstruction and Recoverability.
#543,DEF-04,MERGED-INTO,,Pass #4 cluster target: Conformance and Validation.
#543,Conformance Register,MERGED-INTO,,Pass #4 cluster target: Conformance and Validation.
#544,DEF-05,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#544,CORE-07,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#545,CORE-03,MERGED-INTO,,Pass #4 cluster target: Exact Membership and Boundary Resolution.
#545,LIM-01,MERGED-INTO,,Pass #4 cluster target: Exact Membership and Boundary Resolution.
#546,CORE-03,MERGED-INTO,,Pass #4 cluster target: Exact Membership and Boundary Resolution.
#546,LIM-01,MERGED-INTO,,Pass #4 cluster target: Exact Membership and Boundary Resolution.
#547,UP-01,MERGED-INTO,,Pass #4 cluster target: Upward Handoff.
#547,UP-02,MERGED-INTO,,Pass #4 cluster target: Upward Handoff.
#547,UP-03,MERGED-INTO,,Pass #4 cluster target: Upward Handoff.
#548,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Layer Boundaries.
#548,Shared Architecture,MERGED-INTO,,Pass #4 cluster target: Layer Boundaries.
#549,Governance Method Annex,MERGED-INTO,,Pass #4 cluster target: Inquiry Method and Framework Sequencing.
#549,Historical,MERGED-INTO,,Pass #4 cluster target: Inquiry Method and Framework Sequencing.
#550,Governance Method Annex,SOURCE-OF,,Pass #4 cluster target: Inquiry Method and Framework Sequencing.
#550,Historical,SOURCE-OF,,Pass #4 cluster target: Inquiry Method and Framework Sequencing.
#551,Terminology Register,SOURCE-OF,,Pass #4 cluster target: Terminology Discipline.
#552,CONST-02,MERGED-INTO,,Pass #4 cluster target: One World / Singular World-Space.
#553,CONST-02,MERGED-INTO,,Pass #4 cluster target: One World / Singular World-Space.
#554,IF-01,SOURCE-OF,,Pass #4 cluster target: Institutional Authority and Adoption.
#554,Governance Register,SOURCE-OF,,Pass #4 cluster target: Institutional Authority and Adoption.
#555,CORE-07,MERGED-INTO,,Pass #4 cluster target: Representation Independence.
#556,CORE-07,MERGED-INTO,,Pass #4 cluster target: Representation Independence.
#557,CORE-07,WORDING-FOR,,Pass #4 cluster target: Representation Independence.
#558,DEF-05,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#558,CORE-07,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#559,DEF-05,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#559,CORE-07,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#560,DEF-05,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#560,CORE-07,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#561,Terminology Register,SOURCE-OF,,Pass #4 cluster target: Terminology Discipline.
#562,CORE-02,MERGED-INTO,,Pass #4 cluster target: Canonical Placement.
#563,CORE-02,MERGED-INTO,,Pass #4 cluster target: Canonical Placement.
#564,CORE-02,MERGED-INTO,,Pass #4 cluster target: Canonical Placement.
#565,CORE-02,MERGED-INTO,,Pass #4 cluster target: Canonical Placement.
#566,CORE-02,MERGED-INTO,,Pass #4 cluster target: Canonical Placement.
#567,CORE-02,MERGED-INTO,,Pass #4 cluster target: Canonical Placement.
#568,CORE-02,MERGED-INTO,,Pass #4 cluster target: Canonical Placement.
#569,CORE-07,MERGED-INTO,,Pass #4 cluster target: Representation Independence.
#570,CORE-05c,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#570,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#571,CORE-02,MERGED-INTO,,Pass #4 cluster target: Canonical Placement.
#572,CORE-02,MERGED-INTO,,Pass #4 cluster target: Canonical Placement.
#573,CORE-01,MERGED-INTO,,Pass #4 cluster target: Core World-Space Membership.
#574,CORE-01,WORDING-FOR,,Pass #4 cluster target: Core World-Space Membership.
#575,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Layer Boundaries.
#575,Shared Architecture,MERGED-INTO,,Pass #4 cluster target: Layer Boundaries.
#576,DOWN-01,MERGED-INTO,,Pass #4 cluster target: Survey Dependency / Downward Contract.
#576,DOWN-02,MERGED-INTO,,Pass #4 cluster target: Survey Dependency / Downward Contract.
#576,DOWN-03,MERGED-INTO,,Pass #4 cluster target: Survey Dependency / Downward Contract.
#576,DOWN-04,MERGED-INTO,,Pass #4 cluster target: Survey Dependency / Downward Contract.
#577,Preservation Register,SOURCE-OF,,Pass #4 cluster target: Preservation and Archival Survival.
#578,Preservation Register,SOURCE-OF,,Pass #4 cluster target: Preservation and Archival Survival.
#579,Preservation Register,MERGED-INTO,,Pass #4 cluster target: Preservation and Archival Survival.
#580,CORE-05c,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#580,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#581,DOWN-01,SOURCE-OF,,Pass #4 cluster target: Survey Dependency / Downward Contract.
#581,DOWN-02,SOURCE-OF,,Pass #4 cluster target: Survey Dependency / Downward Contract.
#581,DOWN-03,SOURCE-OF,,Pass #4 cluster target: Survey Dependency / Downward Contract.
#581,DOWN-04,SOURCE-OF,,Pass #4 cluster target: Survey Dependency / Downward Contract.
#582,UP-01,SOURCE-OF,,Pass #4 cluster target: Upward Handoff.
#582,UP-02,SOURCE-OF,,Pass #4 cluster target: Upward Handoff.
#582,UP-03,SOURCE-OF,,Pass #4 cluster target: Upward Handoff.
#583,DOWN-01,MERGED-INTO,,Pass #4 cluster target: Survey Dependency / Downward Contract.
#583,DOWN-02,MERGED-INTO,,Pass #4 cluster target: Survey Dependency / Downward Contract.
#583,DOWN-03,MERGED-INTO,,Pass #4 cluster target: Survey Dependency / Downward Contract.
#583,DOWN-04,MERGED-INTO,,Pass #4 cluster target: Survey Dependency / Downward Contract.
#584,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Higher-Layer Independence.
#585,CORE-03b,MERGED-INTO,,Pass #4 cluster target: Failure Semantics.
#585,Conformance Register,MERGED-INTO,,Pass #4 cluster target: Failure Semantics.
#586,CORE-03,SOURCE-OF,,Pass #4 cluster target: Exact Membership and Boundary Resolution.
#586,LIM-01,SOURCE-OF,,Pass #4 cluster target: Exact Membership and Boundary Resolution.
#587,CORE-05b,MERGED-INTO,,Pass #4 cluster target: No Hidden State / Self-Containment.
#587,DEF-02,MERGED-INTO,,Pass #4 cluster target: No Hidden State / Self-Containment.
#588,CORE-05b,MERGED-INTO,,Pass #4 cluster target: No Hidden State / Self-Containment.
#588,DEF-02,MERGED-INTO,,Pass #4 cluster target: No Hidden State / Self-Containment.
#589,DEF-03,MERGED-INTO,,Pass #4 cluster target: Finite Expressibility and Determinism.
#590,CORE-05b,MERGED-INTO,,Pass #4 cluster target: No Hidden State / Self-Containment.
#590,DEF-02,MERGED-INTO,,Pass #4 cluster target: No Hidden State / Self-Containment.
#591,CORE-05b,MERGED-INTO,,Pass #4 cluster target: No Hidden State / Self-Containment.
#591,DEF-02,MERGED-INTO,,Pass #4 cluster target: No Hidden State / Self-Containment.
#592,CORE-05c,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#592,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#593,CORE-05c,SOURCE-OF,,Pass #4 cluster target: Operational Non-Authority.
#593,CORE-05b,SOURCE-OF,,Pass #4 cluster target: Operational Non-Authority.
#594,CORE-05c,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#594,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#595,DEF-02,MERGED-INTO,,Pass #4 cluster target: Reconstruction and Recoverability.
#595,Preservation Register,MERGED-INTO,,Pass #4 cluster target: Reconstruction and Recoverability.
#596,CORE-06,MERGED-INTO,,Pass #4 cluster target: Change Control and Permanence.
#596,Governance Register,MERGED-INTO,,Pass #4 cluster target: Change Control and Permanence.
#597,CORE-05c,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#597,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#598,DEF-04,SOURCE-OF,,Pass #4 cluster target: Conformance and Validation.
#598,Conformance Register,SOURCE-OF,,Pass #4 cluster target: Conformance and Validation.
#599,CORE-06,MERGED-INTO,,Pass #4 cluster target: Change Control and Permanence.
#599,Governance Register,MERGED-INTO,,Pass #4 cluster target: Change Control and Permanence.
#600,CORE-06,WORDING-FOR,,Pass #4 cluster target: Change Control and Permanence.
#600,Governance Register,WORDING-FOR,,Pass #4 cluster target: Change Control and Permanence.
#601,CORE-06,MERGED-INTO,,Pass #4 cluster target: Change Control and Permanence.
#601,Governance Register,MERGED-INTO,,Pass #4 cluster target: Change Control and Permanence.
#602,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Technology and Infrastructure Independence.
#602,CORE-07,MERGED-INTO,,Pass #4 cluster target: Technology and Infrastructure Independence.
#603,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Technology and Infrastructure Independence.
#603,CORE-07,MERGED-INTO,,Pass #4 cluster target: Technology and Infrastructure Independence.
#604,Preservation Register,MERGED-INTO,,Pass #4 cluster target: Preservation and Archival Survival.
#605,Preservation Register,MERGED-INTO,,Pass #4 cluster target: Preservation and Archival Survival.
#606,CORE-04,MERGED-INTO,,Pass #4 cluster target: Single Canonical Truth.
#606,DEF-01,MERGED-INTO,,Pass #4 cluster target: Single Canonical Truth.
#607,CORE-07,MERGED-INTO,,Pass #4 cluster target: Representation Independence.
#608,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Technology and Infrastructure Independence.
#608,CORE-07,MERGED-INTO,,Pass #4 cluster target: Technology and Infrastructure Independence.
#609,Preservation Register,MERGED-INTO,,Pass #4 cluster target: Preservation and Archival Survival.
#610,CORE-07,SOURCE-OF,,Pass #4 cluster target: Representation Independence.
#611,Preservation Register,MERGED-INTO,,Pass #4 cluster target: Preservation and Archival Survival.
#612,DEF-03,SOURCE-OF,,Pass #4 cluster target: Finite Expressibility and Determinism.
#613,DEF-03,SOURCE-OF,,Pass #4 cluster target: Finite Expressibility and Determinism.
#614,DEF-03,SOURCE-OF,,Pass #4 cluster target: Finite Expressibility and Determinism.
#615,DEF-03,SOURCE-OF,,Pass #4 cluster target: Finite Expressibility and Determinism.
#616,CORE-07,MERGED-INTO,,Pass #4 cluster target: Representation Independence.
#617,CORE-07,MERGED-INTO,,Pass #4 cluster target: Representation Independence.
#618,DEF-04,MERGED-INTO,,Pass #4 cluster target: Conformance and Validation.
#618,Conformance Register,MERGED-INTO,,Pass #4 cluster target: Conformance and Validation.
#619,DEF-04,SOURCE-OF,,Pass #4 cluster target: Conformance and Validation.
#619,Conformance Register,SOURCE-OF,,Pass #4 cluster target: Conformance and Validation.
#620,DEF-04,SOURCE-OF,,Pass #4 cluster target: Conformance and Validation.
#620,Conformance Register,SOURCE-OF,,Pass #4 cluster target: Conformance and Validation.
#621,DEF-04,MERGED-INTO,,Pass #4 cluster target: Conformance and Validation.
#621,Conformance Register,MERGED-INTO,,Pass #4 cluster target: Conformance and Validation.
#622,DEF-03,MERGED-INTO,,Pass #4 cluster target: Finite Expressibility and Determinism.
#623,CORE-03b,MERGED-INTO,,Pass #4 cluster target: Failure Semantics.
#623,Conformance Register,MERGED-INTO,,Pass #4 cluster target: Failure Semantics.
#624,CORE-03b,MERGED-INTO,,Pass #4 cluster target: Failure Semantics.
#624,Conformance Register,MERGED-INTO,,Pass #4 cluster target: Failure Semantics.
#625,CORE-03b,MERGED-INTO,,Pass #4 cluster target: Failure Semantics.
#625,Conformance Register,MERGED-INTO,,Pass #4 cluster target: Failure Semantics.
#626,CORE-03b,SOURCE-OF,,Pass #4 cluster target: Failure Semantics.
#626,Conformance Register,SOURCE-OF,,Pass #4 cluster target: Failure Semantics.
#627,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Higher-Layer Independence.
#628,DEF-04,MERGED-INTO,,Pass #4 cluster target: Conformance and Validation.
#628,Conformance Register,MERGED-INTO,,Pass #4 cluster target: Conformance and Validation.
#629,DEF-04,MERGED-INTO,,Pass #4 cluster target: Conformance and Validation.
#629,Conformance Register,MERGED-INTO,,Pass #4 cluster target: Conformance and Validation.
#630,DEF-04,MERGED-INTO,,Pass #4 cluster target: Conformance and Validation.
#630,Conformance Register,MERGED-INTO,,Pass #4 cluster target: Conformance and Validation.
#631,CORE-03c,MERGED-INTO,,Pass #4 cluster target: Independent Implementation.
#631,CORE-05,MERGED-INTO,,Pass #4 cluster target: Independent Implementation.
#632,CORE-03c,MERGED-INTO,,Pass #4 cluster target: Independent Implementation.
#632,CORE-05,MERGED-INTO,,Pass #4 cluster target: Independent Implementation.
#633,Conformance Register,SOURCE-OF,,Pass #4 cluster target: Testing and Adversarial Review.
#634,Conformance Register,MERGED-INTO,,Pass #4 cluster target: Testing and Adversarial Review.
#635,Conformance Register,MERGED-INTO,,Pass #4 cluster target: Testing and Adversarial Review.
#636,Conformance Register,MERGED-INTO,,Pass #4 cluster target: Testing and Adversarial Review.
#637,Conformance Register,SOURCE-OF,,Pass #4 cluster target: Testing and Adversarial Review.
#638,Conformance Register,SOURCE-OF,,Pass #4 cluster target: Testing and Adversarial Review.
#639,Conformance Register,MERGED-INTO,,Pass #4 cluster target: Testing and Adversarial Review.
#640,Conformance Register,SOURCE-OF,,Pass #4 cluster target: Testing and Adversarial Review.
#641,Conformance Register,SOURCE-OF,,Pass #4 cluster target: Testing and Adversarial Review.
#642,Conformance Register,SOURCE-OF,,Pass #4 cluster target: Testing and Adversarial Review.
#643,Conformance Register,SOURCE-OF,,Pass #4 cluster target: Testing and Adversarial Review.
#644,Conformance Register,SOURCE-OF,,Pass #4 cluster target: Testing and Adversarial Review.
#645,CORE-03c,SOURCE-OF,,Pass #4 cluster target: Independent Implementation.
#645,CORE-05,SOURCE-OF,,Pass #4 cluster target: Independent Implementation.
#646,CORE-03c,MERGED-INTO,,Pass #4 cluster target: Independent Implementation.
#646,CORE-05,MERGED-INTO,,Pass #4 cluster target: Independent Implementation.
#647,DEF-04,WORDING-FOR,,Pass #4 cluster target: Conformance and Validation.
#647,Conformance Register,WORDING-FOR,,Pass #4 cluster target: Conformance and Validation.
#648,CORE-05b,MERGED-INTO,,Pass #4 cluster target: No Hidden State / Self-Containment.
#648,DEF-02,MERGED-INTO,,Pass #4 cluster target: No Hidden State / Self-Containment.
#649,Conformance Register,MERGED-INTO,,Pass #4 cluster target: Testing and Adversarial Review.
#650,Governance Method Annex,MERGED-INTO,,Pass #4 cluster target: Inquiry Method and Framework Sequencing.
