finding_id,finding_title,original_classification,original_disposition,original_cluster,original_confidence,final_disposition,primary_target,consolidation_parent,pass_resolution,is_survivor,is_mirror,notes
#723,Spatial Ground Must Preserve Canonical Identity Across Mirrors,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Single Canonical Truth,HIGH,Merged,CORE-04,#8,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#724,Spatial Ground Must Preserve Canonical Identity Across Archives,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Historical Traceability,HIGH,Merged,Governance Register,#726,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#725,Spatial Ground Must Preserve Canonical Identity Across Documentation Generations,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Representation Independence,HIGH,Merged,CORE-07,#29,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#726,Spatial Ground Must Distinguish Current Authority From Historical Authority,INSTITUTIONAL / GOVERNANCE CANDIDATE,MOVE TO GOVERNANCE / INSTITUTIONAL FRAMEWORK,Historical Traceability,HIGH,Governance,Governance Register,,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view.
#727,Historical Ground Records Must Remain Intelligible,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Historical Traceability,HIGH,Merged,Governance Register,#391,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#728,Historical Preservation Must Not Reopen Canonical Ambiguity,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Historical Traceability,HIGH,Merged,Governance Register,#8,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#729,Spatial Ground Must Support Explicit Status Metadata,INSTITUTIONAL / GOVERNANCE CANDIDATE,MOVE TO GOVERNANCE / INSTITUTIONAL FRAMEWORK,Institutional Authority and Adoption,HIGH,Governance,IF-01,,P4-D15,FALSE,TRUE,Primary target from Pass #4 cluster-level consolidation view.
#730,Status Metadata Must Not Be the Sole Carrier of Meaning,PRESERVATION / RECONSTRUCTION CANDIDATE,MOVE TO PRESERVATION / RECONSTRUCTION,Preservation and Archival Survival,HIGH,Preservation,Preservation Register,,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view.
#731,Spatial Ground Must Preserve Canonical Scope,SPECIFICATION CANDIDATE,MOVE TO SPECIFICATION,Layer Boundaries,HIGH,Specification,BOUND-01,,P4-D15,FALSE,TRUE,Primary target from Pass #4 cluster-level consolidation view.
#732,Scope Must Exclude Higher Spatial Semantics,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Layer Boundaries,HIGH,Merged,BOUND-01,#20,P4-D15,FALSE,TRUE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#733,Scope Must Exclude Lower Survey Redefinition,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Survey Dependency / Downward Contract,HIGH,Merged,DOWN-01,#12,P4-D15,FALSE,TRUE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#734,Spatial Ground Must Preserve a Clean Dependency Contract,DERIVED CONSEQUENCE,MERGE INTO STRONGER FINDING OR CLUSTER,Layer Boundaries,HIGH,Merged,BOUND-01,#12,P4-D15,TRUE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#735,Spatial Ground Must Avoid Hidden Upward Preconditions,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Higher-Layer Independence,HIGH,Merged,CORE-05a,#4,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#736,Spatial Ground Must Avoid Hidden Downward Redefinition,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Survey Dependency / Downward Contract,HIGH,Merged,DOWN-01,#12,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#737,Spatial Ground Must Define the Minimum Upward Guarantee,UPWARD HANDOFF / HIGHER-LAYER CONTRACT,MERGE INTO STRONGER FINDING OR CLUSTER,Upward Handoff,HIGH,Merged,UP-01,#174,P4-D15,TRUE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#738,Spatial Ground Must Define What It Does Not Guarantee Upward,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Upward Handoff,HIGH,Merged,UP-01,#20,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#739,Spatial Ground Must Support General Spatial Interpretation Without Constraining Its Creativity,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Upward Handoff,HIGH,Merged,UP-01,#20,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#740,Spatial Ground Must Support Parcel Cadastre Without Pre-Designing It,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Parcel Independence,HIGH,Merged,CORE-05a,#6,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#741,Spatial Ground Must Preserve the Possibility of Unparcelized World-Space,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Parcel Independence,HIGH,Merged,CORE-05a,#6,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#742,Spatial Ground Must Preserve the Possibility of Non-Visible World-Space,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Higher-Layer Independence,HIGH,Merged,CORE-05a,#4,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#743,Spatial Ground Must Preserve the Possibility of Non-Interactive World-Space,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Higher-Layer Independence,HIGH,Merged,CORE-05a,#4,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#744,Spatial Ground Must Preserve the Possibility of Future Higher Meaning,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Interpretation Independence,HIGH,Merged,CORE-05a,#4,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#745,Spatial Ground Must Not Treat Lack of Interpretation as Incompleteness,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Interpretation Independence,HIGH,Merged,CORE-05a,#4,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#746,Spatial Ground Must Not Treat Lack of Parcels as Incompleteness,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Parcel Independence,HIGH,Merged,CORE-05a,#6,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#747,Spatial Ground Must Not Treat Lack of Experience as Incompleteness,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Higher-Layer Independence,HIGH,Merged,CORE-05a,#4,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#748,Spatial Ground Must Not Treat Lack of Runtime as Incompleteness,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Runtime Independence,HIGH,Merged,CORE-05a,#4,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#749,"Spatial Ground Completeness Must Be Architectural, Not Operational",DERIVED CONSEQUENCE,MERGE INTO STRONGER FINDING OR CLUSTER,Minimality and Semantic Restraint,HIGH,Merged,BOUND-01,#30,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#750,Spatial Ground Must Preserve the Foundational Sequence,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Layer Boundaries,HIGH,Merged,BOUND-01,#465,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#751,Spatial Ground Must Preserve World-Space Without Requiring Immediate Interpretation,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Interpretation Independence,HIGH,Merged,CORE-05a,#4,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#752,Spatial Ground Must Preserve World-Space Without Requiring Immediate Parcelization,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Parcel Independence,HIGH,Merged,CORE-05a,#6,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#753,Spatial Ground Must Preserve World-Space Without Requiring Immediate Governance,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Rights / Governance Independence,HIGH,Merged,CORE-05a,#4,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#754,Spatial Ground Must Preserve World-Space Without Requiring Immediate Rights,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Rights / Governance Independence,HIGH,Merged,CORE-05a,#4,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#755,Spatial Ground Must Preserve World-Space Without Requiring Immediate Persistence Services,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Change Control and Permanence,HIGH,Merged,CORE-06,#4,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#756,Spatial Ground Must Preserve World-Space Without Requiring Immediate Interoperability,DERIVED CONSEQUENCE,MERGE INTO STRONGER FINDING OR CLUSTER,Higher-Layer Independence,HIGH,Merged,CORE-05a,#4,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
